#--------------------------------------------------------------------------------
# Auto-generated by LiteX (ef775e0b8) on 2024-08-30 14:19:11
#--------------------------------------------------------------------------------
csr_register,timer0_uptime_latch,0xf0003820,1,rw
csr_register,timer0_uptime_cycles,0xf0003824,2,ro
csr_register,uart_rxtx,0xf0004000,1,rw
csr_register,uart_txfull,0xf0004004,1,ro
csr_register,uart_rxempty,0xf0004008,1,ro
csr_register,uart_ev_status,0xf000400c,1,ro
csr_register,uart_ev_pending,0xf0004010,1,rw
csr_register,uart_ev_enable,0xf0004014,1,rw
csr_register,uart_txempty,0xf0004018,1,ro
csr_register,uart_rxfull,0xf000401c,1,ro
constant,config_platform_name,digilent_arty,,
constant,config_clock_frequency,100000000,,
constant,config_cpu_has_interrupt,None,,
constant,config_cpu_reset_addr,0,,
constant,config_cpu_count,2,,
constant,config_cpu_isa,rv32i2p0_ma,,
constant,config_cpu_mmu,sv32,,
constant,config_cpu_dcache_size,4096,,
constant,config_cpu_dcache_ways,1,,
constant,config_cpu_dcache_block_size,64,,
constant,config_cpu_icache_size,4096,,
constant,config_cpu_icache_ways,1,,
constant,config_cpu_icache_block_size,64,,
constant,config_cpu_dtlb_size,4,,
constant,config_cpu_dtlb_ways,4,,
constant,config_cpu_itlb_size,4,,
constant,config_cpu_itlb_ways,4,,
constant,config_cpu_type_vexriscv_smp,None,,
constant,config_cpu_variant_standard,None,,
constant,config_cpu_family,riscv,,
constant,config_cpu_name,vexriscv,,
constant,config_cpu_human_name,vexriscv smp-standard,,
constant,config_cpu_nop,nop,,
constant,config_bios_no_build_time,None,,
constant,config_identifier,litex soc on arty a7,,
constant,config_l2_size,8192,,
constant,config_csr_data_width,32,,
constant,config_csr_alignment,32,,
constant,config_bus_standard,wishbone,,
constant,config_bus_data_width,32,,
constant,config_bus_address_width,32,,
constant,config_bus_bursting,0,,
constant,config_cpu_interrupts,3,,
constant,timer0_interrupt,2,,
constant,uart_interrupt,1,,
constant,config_has_i2c,None,,
memory_region,plic,0xf0c00000,4194304,io
memory_region,clint,0xf0010000,65536,io
memory_region,rom,0x00000000,65536,cached
memory_region,sram,0x10000000,16384,cached
memory_region,main_ram,0x40000000,268435456,cached
memory_region,csr,0xf0000000,65536,io
